Product_Code,Warehouse,Product_Category,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price,High_Demand
1724,2,3,1,1,0,0,89,1
963,0,3,1,0,0,0,84,1
618,2,16,1,1,0,0,93,0
1179,2,16,1,1,0,0,96,1
1340,2,16,1,0,0,0,95,0
84,2,16,1,1,0,0,90,1
1662,2,2,1,1,0,0,86,0
1406,2,16,1,0,0,0,95,1
597,2,0,1,1,0,0,96,0
1362,2,16,1,0,0,0,96,1
288,0,12,1,1,0,0,87,0
740,2,0,1,0,0,0,84,0
302,0,21,1,1,0,0,96,0
1656,2,0,1,0,0,0,86,0
1302,0,16,1,1,0,0,93,1
1371,2,16,1,0,0,0,92,1
1903,2,2,1,1,0,0,89,1
1457,0,16,1,1,0,0,83,1
1645,0,22,1,0,0,0,88,0
136,2,4,1,0,0,0,92,0
1322,0,16,1,0,0,0,96,1
1300,2,16,1,1,0,0,81,1
584,2,0,1,0,0,0,92,0
1376,2,16,1,0,0,0,87,1
458,2,12,1,1,0,0,87,0
702,2,0,1,0,0,0,89,0
1528,2,16,1,1,0,0,89,1
414,0,16,1,0,0,0,94,1
110,2,28,1,0,0,0,92,1
1212,2,16,1,1,0,0,85,1
1335,0,16,1,1,0,0,88,0
1161,2,16,1,0,0,0,86,1
1403,2,16,1,0,0,0,80,0
1544,2,16,1,1,0,0,96,1
1716,0,15,1,1,0,0,92,0
16,2,2,1,1,0,0,85,1
396,2,16,1,1,0,0,92,1
191,2,4,1,0,0,0,81,0
1920,2,8,1,0,0,0,86,0
17,2,2,1,0,0,0,92,1
30,2,2,1,1,0,0,86,0
2008,0,6,1,1,0,0,84,0
31,2,2,1,1,0,0,95,0
398,2,16,1,1,0,0,82,0
589,2,0,1,0,0,0,80,0
397,2,16,1,1,0,0,84,0
691,2,0,1,0,0,0,95,0
1058,2,4,1,0,0,0,90,0
1660,2,0,1,0,0,0,86,0
1351,2,16,1,0,0,0,95,1
1367,2,16,1,0,0,0,91,1
984,2,4,1,1,0,0,84,0
1677,2,3,1,1,0,0,81,1
413,0,16,1,1,0,0,90,1
1301,2,16,1,0,0,0,92,1
1566,2,22,1,1,0,0,92,0
1232,2,16,1,1,0,0,95,1
1356,0,16,1,0,0,0,95,1
501,2,19,1,0,0,0,80,0
1192,2,16,1,0,0,0,85,0
1355,0,16,1,0,0,0,80,0
1181,2,16,1,0,0,0,91,1
1323,2,16,1,0,0,0,95,1
425,1,9,1,1,0,0,93,0
1073,2,2,1,0,0,0,81,1
1692,2,2,1,0,0,0,82,0
1389,2,16,1,1,0,0,85,1
648,2,8,1,0,0,0,86,0
938,2,24,1,0,0,0,91,1
1114,3,16,1,0,0,0,91,1
398,2,16,1,1,0,0,93,0
943,2,24,1,1,0,0,93,1
1292,2,16,1,0,0,0,89,1
1761,2,0,1,1,0,0,93,0
2012,0,6,1,1,0,0,87,0
1419,2,16,1,1,0,0,83,1
975,2,4,1,1,0,0,95,0
1316,2,16,1,0,0,0,91,1
1966,3,6,1,1,0,0,85,0
1337,2,16,1,0,0,0,95,0
1563,2,22,1,1,0,0,96,0
1317,2,16,1,1,0,0,82,1
1307,2,16,1,1,0,0,89,1
928,2,24,1,0,0,0,83,1
1390,2,16,1,1,0,0,95,1
1231,2,16,1,1,0,0,90,1
1350,0,16,1,1,0,0,89,1
1809,2,0,1,0,0,0,94,0
111,1,28,1,1,0,0,87,1
1009,0,21,1,1,0,0,96,0
1304,2,16,1,1,0,0,93,1
1034,0,21,1,1,0,0,86,0
1415,2,16,1,1,0,0,86,1
481,2,12,1,0,0,0,88,0
1204,2,16,1,0,0,0,89,1
134,2,4,1,0,0,0,96,0
1143,2,16,1,1,0,0,82,1
1769,2,2,1,1,0,0,87,1
102,2,28,1,0,0,0,90,0
1705,0,24,1,0,0,0,87,0
1858,1,2,1,0,0,0,95,1
397,2,16,1,0,0,0,80,0
1716,0,15,1,1,0,0,90,0
989,2,24,1,1,0,0,85,1
1156,2,16,1,0,0,0,94,1
1424,0,16,1,0,0,0,86,1
1384,2,16,1,1,0,0,84,1
689,2,0,1,0,0,0,90,0
1947,2,6,1,0,0,0,88,0
1620,0,1,1,0,0,0,92,0
1211,2,16,1,1,0,0,83,1
448,2,12,1,0,0,0,81,0
64,2,16,1,1,0,0,93,1
1861,2,2,1,0,0,0,92,1
1493,1,26,1,1,0,0,94,1
1016,2,28,1,1,0,0,85,0
394,2,16,1,0,0,0,86,1
1233,2,16,1,0,0,0,93,1
1570,2,22,1,1,0,0,84,0
806,2,16,1,0,0,0,92,1
1376,0,16,1,1,0,0,85,0
1165,2,16,1,0,0,0,92,1
448,3,12,1,1,0,0,81,0
1389,0,16,1,0,0,0,82,1
893,2,3,1,0,0,0,88,1
1585,2,18,1,1,0,0,82,0
27,2,2,1,1,0,0,93,0
1575,0,22,1,0,0,0,91,0
1307,2,16,1,0,0,0,93,1
1532,2,16,1,0,0,0,89,0
919,2,24,1,0,0,0,91,0
1606,2,22,1,0,0,0,85,0
30,2,2,1,0,0,0,89,1
1105,2,16,1,1,0,0,88,1
343,1,18,1,1,0,0,89,0
1231,2,16,1,1,0,0,96,1
1797,2,24,1,1,0,0,95,0
19,0,2,1,1,0,0,86,0
679,2,0,1,0,0,0,94,0
751,2,0,1,1,0,0,89,0
1139,2,16,1,0,0,0,93,1
396,2,16,1,1,0,0,94,0
857,1,20,1,1,0,0,96,1
2006,0,6,1,1,0,0,88,0
724,2,0,1,0,0,0,89,0
395,2,16,1,0,0,0,83,0
1275,2,16,1,0,0,0,89,1
196,0,4,1,0,0,0,83,0
1487,2,2,1,0,0,0,86,1
1376,0,16,1,0,0,0,84,1
248,2,4,1,1,0,0,82,0
1619,2,1,1,0,0,0,86,0
883,3,20,1,1,0,0,86,0
298,2,12,1,1,0,0,82,1
398,2,16,1,1,0,0,81,0
2046,2,4,1,1,0,0,86,0
1415,2,16,1,0,0,0,89,1
1233,2,16,1,0,0,0,93,1
1307,2,16,1,0,0,0,80,1
660,2,8,1,1,0,0,83,1
1601,2,22,1,1,0,0,89,0
135,0,4,1,1,0,0,81,0
1343,2,16,1,1,0,0,80,1
1351,2,16,1,0,0,0,84,1
1158,2,16,1,1,0,0,90,1
1348,2,16,1,1,0,0,86,1
1790,2,16,1,0,0,0,94,1
1874,2,2,1,0,0,0,85,1
1153,2,16,1,0,0,0,92,1
1331,2,16,1,1,0,0,89,0
302,0,21,1,1,0,0,82,0
343,0,18,1,1,0,0,88,1
237,0,4,1,0,0,0,87,1
1181,2,16,1,0,0,0,92,1
681,2,0,1,0,0,0,82,0
1902,2,16,1,0,0,0,96,0
498,3,19,1,1,0,0,94,1
270,2,18,1,0,0,0,95,0
30,0,2,1,0,0,0,80,1
1920,2,8,1,1,0,0,89,0
674,2,0,1,0,0,0,91,0
1229,2,16,1,1,0,0,89,1
1229,2,16,1,1,0,0,88,1
762,2,0,1,1,0,0,84,0
303,2,21,1,0,0,0,82,0
868,2,20,1,1,0,0,87,0
607,2,0,1,0,0,0,82,0
1424,2,16,1,1,0,0,84,1
1935,0,18,1,0,0,0,95,0
397,2,16,1,1,0,0,96,0
1922,0,8,1,1,0,0,90,0
1523,3,21,1,1,0,0,94,0
1474,2,16,1,1,0,0,84,1
1373,0,16,1,0,0,0,82,1
1007,2,28,1,1,0,0,81,1
1967,0,6,1,0,0,0,95,0
1981,2,6,1,0,0,0,91,0
1316,2,16,1,1,0,0,96,1
1314,2,16,1,0,0,0,81,1
948,2,24,1,0,0,0,84,1
1771,2,3,1,0,0,0,88,0
67,2,16,1,1,0,0,93,1
1211,2,16,1,1,0,0,90,0
310,2,8,1,0,0,0,88,0
584,2,0,1,0,0,0,95,0
134,2,4,1,0,0,0,90,0
278,2,18,1,1,0,0,80,0
57,2,16,1,0,0,0,87,0
897,0,3,1,0,0,0,94,1
594,2,0,1,1,0,0,83,1
1188,2,16,1,0,0,0,95,1
1960,0,6,1,1,0,0,84,1
976,2,4,1,0,0,0,88,1
1335,0,16,1,1,0,0,83,0
463,2,2,1,0,0,0,84,1
771,2,0,1,0,0,0,94,0
1656,2,0,1,0,0,0,85,0
1376,2,16,1,1,0,0,93,1
943,0,24,1,0,0,0,93,1
118,0,18,1,0,0,0,93,0
20,2,2,1,1,0,0,84,1
1528,2,16,1,0,0,0,94,1
479,3,12,1,0,0,0,80,0
1323,0,16,1,1,0,0,92,1
919,2,24,1,1,0,0,83,0
343,0,18,1,0,0,0,90,0
744,2,0,1,0,0,0,96,0
794,2,0,1,0,0,0,93,0
280,2,18,1,0,0,0,81,0
180,2,4,1,0,0,0,84,0
1487,2,2,1,0,0,0,82,1
1296,2,16,1,1,0,0,93,1
35,1,2,1,1,0,0,83,1
643,2,8,1,0,0,0,85,0
142,1,2,1,1,0,0,87,1
1331,2,16,1,0,0,0,87,1
1771,2,3,1,1,0,0,91,0
619,0,24,1,1,0,0,86,0
1085,2,3,1,0,0,0,86,1
30,2,2,1,0,0,0,81,0
596,2,0,1,0,0,0,90,0
1334,0,16,1,1,0,0,90,1
2041,0,21,1,1,0,0,95,0
1212,2,16,1,0,0,0,89,1
15,2,2,1,0,0,0,90,1
1873,2,2,1,1,0,0,83,0
395,2,16,1,0,0,0,93,1
1329,0,16,1,1,0,0,94,0
1165,2,16,1,0,0,0,86,1
1201,2,16,1,0,0,0,83,1
1295,2,16,1,1,0,0,93,1
1479,1,16,1,0,0,0,81,1
1275,2,16,1,0,0,0,89,0
1296,2,16,1,1,0,0,86,1
1573,2,22,1,1,0,0,90,0
1806,2,6,1,0,0,0,83,0
248,2,4,1,0,0,0,88,1
596,2,0,1,1,0,0,85,0
952,2,24,1,0,0,0,93,0
608,2,0,1,1,0,0,93,0
1073,2,2,1,0,0,0,90,1
732,2,0,1,1,0,0,93,0
868,3,20,1,1,0,0,87,1
1323,0,16,1,0,0,0,86,0
1579,2,18,1,0,0,0,81,0
1333,2,16,1,0,0,0,81,1
1215,0,16,1,1,0,0,90,0
419,2,8,1,0,0,0,95,1
1672,0,7,1,1,0,0,87,0
1067,3,26,1,0,0,0,83,1
998,2,2,1,1,0,0,86,0
354,2,4,1,0,0,0,91,0
596,2,0,1,0,0,0,95,0
331,2,18,1,1,0,0,90,0
1132,2,16,1,1,0,0,80,0
1448,0,16,1,1,0,0,86,0
988,2,24,1,0,0,0,80,1
1488,1,2,1,0,0,0,91,1
487,2,12,1,0,0,0,95,0
1085,2,3,1,1,0,0,81,1
743,2,0,1,1,0,0,80,0
1971,0,6,1,1,0,0,95,0
710,2,0,1,0,0,0,84,0
1342,2,16,1,1,0,0,93,1
1892,2,2,1,1,0,0,82,1
1035,2,21,1,1,0,0,81,0
938,2,24,1,0,0,0,82,0
1578,2,18,1,1,0,0,86,0
354,2,4,1,1,0,0,88,0
596,2,0,1,1,0,0,89,0
1407,0,16,1,0,0,0,82,1
1314,2,16,1,0,0,0,92,1
1285,2,16,1,0,0,0,90,1
400,2,4,1,0,0,0,93,0
1223,2,16,1,1,0,0,96,1
33,2,2,1,0,0,0,82,0
1898,2,2,1,1,0,0,88,1
1375,2,16,1,0,0,0,89,1
208,2,4,1,1,0,0,95,0
1964,0,6,1,1,0,0,91,0
1851,2,0,1,1,0,0,84,0
196,0,4,1,0,0,0,83,1
1448,0,16,1,1,0,0,90,0
343,1,18,1,1,0,0,88,0
1333,0,16,1,1,0,0,83,0
970,2,2,1,0,0,0,82,1
195,0,4,1,1,0,0,87,0
1158,2,16,1,0,0,0,81,1
1332,0,16,1,0,0,0,85,0
553,2,9,1,0,0,0,95,0
479,1,12,1,0,0,0,86,0
1216,0,16,1,0,0,0,81,1
725,2,0,1,1,0,0,81,0
58,2,16,1,0,0,0,87,0
1036,0,21,1,1,0,0,91,0
232,2,4,1,0,0,0,90,0
1232,2,16,1,0,0,0,89,1
1314,2,16,1,1,0,0,91,1
1658,2,0,1,1,0,0,85,0
1332,2,16,1,0,0,0,84,1
1883,2,16,1,1,0,0,80,1
589,2,0,1,0,0,0,93,0
242,2,4,1,0,0,0,92,0
1661,2,0,1,0,0,0,89,0
982,2,4,1,1,0,0,83,0
1167,0,16,1,0,0,0,87,1
1220,2,16,1,1,0,0,88,0
1301,2,16,1,1,0,0,90,1
1858,2,2,1,0,0,0,81,1
445,0,12,1,0,0,0,92,0
1248,2,16,1,0,0,0,91,0
1275,2,16,1,1,0,0,83,1
1869,2,2,1,0,0,0,81,0
1960,0,6,1,0,0,0,90,0
222,0,4,1,0,0,0,90,1
58,2,16,1,1,0,0,89,0
589,2,0,1,1,0,0,94,0
1233,2,16,1,0,0,0,83,1
1811,2,0,1,1,0,0,85,0
106,2,28,1,0,0,0,93,1
46,2,2,1,1,0,0,92,1
41,2,8,1,1,0,0,95,0
589,2,0,1,0,0,0,93,0
1282,2,16,1,0,0,0,85,1
1305,2,16,1,1,0,0,92,1
529,2,10,1,0,0,0,93,0
1907,2,2,1,1,0,0,91,1
1445,2,16,1,0,0,0,84,1
1229,2,16,1,0,0,0,91,1
354,2,4,1,0,0,0,80,1
691,2,0,1,0,0,0,85,0
793,2,0,1,0,0,0,80,0
316,2,4,1,1,0,0,95,0
936,0,24,1,1,0,0,89,0
1858,2,2,1,0,0,0,80,1
1350,0,16,1,0,0,0,87,0
1775,1,4,1,0,0,0,93,1
1114,2,16,1,1,0,0,89,1
1267,2,16,1,0,0,0,81,1
1292,2,16,1,1,0,0,89,1
1646,2,0,1,0,0,0,94,0
351,2,2,1,0,0,0,96,1
920,2,2,1,0,0,0,96,1
194,0,4,1,0,0,0,88,0
582,2,0,1,1,0,0,93,0
975,2,4,1,0,0,0,88,0
1931,0,18,1,1,0,0,87,0
1336,0,16,1,1,0,0,91,1
1445,2,16,1,1,0,0,83,1
980,2,2,1,1,0,0,95,0
1661,2,0,1,1,0,0,91,0
226,2,4,1,1,0,0,95,0
1128,2,16,1,0,0,0,87,1
194,0,4,1,1,0,0,88,0
691,2,0,1,1,0,0,86,0
477,2,12,1,0,0,0,89,0
30,2,2,1,1,0,0,96,1
1892,3,2,1,0,0,0,93,1
1201,0,16,1,0,0,0,84,0
1868,1,2,1,1,0,0,86,1
943,2,24,1,0,0,0,83,1
1269,1,16,1,1,0,0,80,1
1115,2,16,1,1,0,0,90,1
1305,2,16,1,0,0,0,87,1
1431,2,16,1,0,0,0,89,1
690,2,0,1,0,0,0,88,0
1576,2,22,1,0,0,0,86,0
1575,2,22,1,0,0,0,83,0
755,2,0,1,0,0,0,82,0
1225,2,16,1,0,0,0,88,0
943,0,24,1,1,0,0,96,1
1354,0,16,1,0,0,0,84,1
1526,2,3,1,1,0,0,84,0
316,2,4,1,0,0,0,95,0
1716,0,15,1,0,0,0,88,0
1179,2,16,1,0,0,0,96,1
397,2,16,1,1,0,0,87,0
1231,2,16,1,1,0,0,83,1
583,2,0,1,1,0,0,93,0
909,2,3,1,0,0,0,96,1
938,2,24,1,0,0,0,92,1
1415,2,16,1,1,0,0,89,1
1204,2,16,1,1,0,0,92,1
182,2,4,1,0,0,0,90,0
1165,2,16,1,1,0,0,80,1
1375,2,16,1,1,0,0,95,0
1149,2,16,1,1,0,0,91,1
1163,2,16,1,0,0,0,88,1
41,2,8,1,1,0,0,87,1
1307,2,16,1,0,0,0,90,1
1371,2,16,1,1,0,0,86,1
639,2,8,1,1,0,0,89,0
1441,2,16,1,0,0,0,94,0
1827,2,0,1,1,0,0,87,0
213,2,4,1,0,0,0,89,1
813,2,16,1,1,0,0,92,1
768,2,0,1,1,0,0,88,0
255,2,0,1,1,0,0,92,0
1968,0,6,1,0,0,0,93,0
1898,2,2,1,1,0,0,87,1
914,2,24,1,1,0,0,83,0
1275,2,16,1,0,0,0,89,1
1439,2,16,1,1,0,0,89,0
456,0,12,1,1,0,0,82,0
1156,2,16,1,0,0,0,90,1
255,2,0,1,1,0,0,94,0
192,2,4,1,1,0,0,89,0
354,2,4,1,0,0,0,88,0
280,2,18,1,1,0,0,85,0
1203,2,16,1,1,0,0,84,1
1306,2,16,1,1,0,0,96,0
498,2,19,1,0,0,0,85,1
1415,2,16,1,0,0,0,93,1
260,2,0,1,0,0,0,96,0
1412,2,16,1,0,0,0,87,1
1226,2,16,1,1,0,0,95,0
1855,2,2,1,0,0,0,80,1
17,2,2,1,1,0,0,94,1
1035,3,21,1,0,0,0,80,0
1315,0,16,1,1,0,0,83,1
960,0,24,1,1,0,0,92,1
1987,0,6,1,0,0,0,87,1
343,0,18,1,1,0,0,83,0
944,0,24,1,1,0,0,84,0
596,2,0,1,1,0,0,80,0
1161,2,16,1,0,0,0,82,1
1288,2,16,1,1,0,0,88,1
1297,2,16,1,0,0,0,94,1
494,2,9,1,0,0,0,81,0
1385,2,16,1,0,0,0,88,1
555,2,9,1,0,0,0,80,0
1330,2,16,1,1,0,0,93,0
584,3,0,1,0,0,0,89,0
177,2,4,1,1,0,0,87,0
1224,2,16,1,0,0,0,91,0
1368,2,16,1,0,0,0,83,1
1684,2,3,1,0,0,0,81,1
1382,0,16,1,0,0,0,80,0
697,2,0,1,0,0,0,96,0
1269,1,16,1,1,0,0,83,1
32,2,2,1,0,0,0,93,1
661,2,8,1,1,0,0,87,0
203,0,4,1,1,0,0,83,0
1165,2,16,1,0,0,0,96,1
1389,0,16,1,0,0,0,81,1
691,2,0,1,0,0,0,94,0
30,2,2,1,0,0,0,89,1
1167,0,16,1,1,1,0,83,0
1305,2,16,1,1,0,0,92,1
1907,2,2,1,1,0,0,91,0
407,0,16,1,1,0,0,81,1
354,2,4,1,1,0,0,91,0
938,2,24,1,0,0,0,96,1
1211,2,16,1,1,0,0,85,1
398,2,16,1,1,0,0,88,0
1439,2,16,1,0,0,0,87,0
1301,2,16,1,1,0,0,91,0
1271,2,16,1,1,0,0,89,1
1398,2,16,1,0,0,0,90,1
975,2,4,1,0,0,0,94,1
1307,2,16,1,1,0,0,94,1
56,2,16,1,1,0,0,83,0
1231,2,16,1,1,0,0,85,1
1775,2,4,1,0,0,0,88,0
622,0,19,1,1,0,0,92,1
982,2,4,1,1,0,0,87,0
134,2,4,1,0,0,0,95,0
1128,2,16,1,0,0,0,96,1
280,2,18,1,1,0,0,96,0
1139,2,16,1,0,0,0,88,1
1575,2,22,1,1,0,0,83,0
354,2,4,1,1,0,0,85,0
1403,2,16,1,0,0,0,86,1
607,2,0,1,0,0,0,88,0
1167,2,16,1,0,0,0,93,1
1156,2,16,1,1,0,0,90,0
1776,2,4,1,0,0,0,93,0
596,2,0,1,1,0,0,83,0
582,2,0,1,1,0,0,86,0
802,2,5,1,1,0,0,86,0
1879,2,2,1,0,0,0,80,1
298,0,12,1,0,0,0,96,0
1367,2,16,1,1,0,0,96,1
464,2,2,1,0,0,0,89,1
1441,2,16,1,0,0,0,93,1
1224,2,16,1,0,0,0,94,1
435,2,12,1,1,0,0,82,0
329,2,18,1,1,0,0,86,0
1122,2,16,1,1,0,0,83,1
1275,2,16,1,1,0,0,91,1
603,2,0,1,0,0,0,90,0
311,2,8,1,1,0,0,96,0
358,2,4,1,1,0,0,82,0
204,0,4,1,1,0,0,90,0
1488,2,2,1,1,0,0,89,1
269,2,18,1,0,0,0,89,0
1049,2,4,1,1,0,0,82,0
1226,2,16,1,0,0,0,95,1
413,0,16,1,1,0,0,85,0
69,2,16,1,0,0,0,95,1
207,0,4,1,0,0,0,87,0
1127,2,22,1,1,0,0,80,0
1334,0,16,1,0,0,0,81,1
602,2,0,1,0,0,0,96,0
584,1,0,1,0,0,0,94,0
940,2,24,1,0,0,0,81,1
1418,1,16,1,1,0,0,92,1
1945,2,6,1,0,0,0,85,0
343,0,18,1,1,0,0,87,0
1375,2,16,1,1,0,0,92,1
288,2,12,1,1,0,0,90,0
589,2,0,1,0,0,0,88,0
1323,2,16,1,1,0,0,80,1
208,2,4,1,0,0,0,80,1
413,0,16,1,0,0,0,88,0
1723,2,3,1,1,0,0,83,1
1266,2,16,1,0,0,0,90,1
1212,2,16,1,0,0,0,82,0
2004,0,6,1,1,0,0,95,0
1167,2,16,1,0,0,0,80,1
1305,2,16,1,0,0,0,94,0
699,2,0,1,1,0,0,83,0
943,0,24,1,0,0,0,87,1
358,0,4,1,0,0,0,89,0
1351,2,16,1,1,0,0,91,1
984,2,4,1,0,0,0,87,0
10,2,2,1,1,0,0,93,1
1898,2,2,1,1,0,0,82,1
1412,2,16,1,0,0,0,96,1
1778,2,4,1,1,0,0,80,0
589,2,0,1,0,0,0,86,0
1948,0,6,1,1,0,0,87,0
1214,2,16,1,1,0,0,91,1
1428,2,16,1,1,0,0,87,1
1885,3,2,1,0,0,0,92,1
1371,2,16,1,1,0,0,84,1
1857,2,2,1,0,0,0,85,1
1986,0,6,1,1,0,0,91,1
1085,2,3,1,1,0,0,93,1
2042,1,21,1,0,0,0,92,0
1179,2,16,1,1,0,0,85,1
902,2,2,1,0,0,0,91,1
1867,2,2,1,1,0,0,85,1
835,1,20,1,0,0,0,90,1
1998,0,6,1,1,0,0,82,0
942,2,24,1,0,0,0,87,0
1848,0,25,1,0,0,0,85,0
411,0,16,1,1,0,0,84,1
1181,2,16,1,0,0,0,88,1
1139,2,16,1,1,0,0,95,1
640,2,8,1,0,0,0,82,0
83,2,16,1,1,0,0,83,1
552,2,9,1,1,0,0,92,0
1544,2,16,1,0,0,0,83,1
1857,2,2,1,0,0,0,80,1
1493,1,26,1,0,0,0,82,1
554,2,9,1,0,0,0,89,0
1827,2,0,1,0,0,0,80,0
1176,2,16,1,0,0,0,80,1
31,2,2,1,0,0,0,90,1
331,0,18,1,1,0,0,89,0
1267,1,16,1,0,0,0,90,1
1685,2,3,1,1,0,0,89,1
1403,2,16,1,1,0,0,90,1
943,0,24,1,0,0,0,80,1
1430,2,16,1,0,0,0,89,1
1430,2,16,1,0,0,0,92,1
18,2,2,1,0,0,0,90,1
1132,2,16,1,0,0,0,87,0
15,2,2,1,1,0,0,84,1
932,2,24,1,1,0,0,91,1
703,2,0,1,1,0,0,84,0
919,2,24,1,1,0,0,82,0
1775,2,4,1,0,0,0,94,0
974,2,4,1,0,0,0,81,0
1332,0,16,1,0,0,0,87,0
304,2,21,1,1,0,0,84,0
1583,2,18,1,0,0,0,83,0
2014,1,6,1,0,0,0,94,0
1716,0,15,1,0,0,0,86,0
589,2,0,1,1,0,0,83,0
164,0,18,1,1,0,0,92,0
1549,0,21,1,0,0,0,90,0
871,3,20,1,0,0,0,91,1
1342,2,16,1,0,0,0,90,1
724,2,0,1,0,0,0,92,0
24,2,2,1,0,0,0,86,1
479,1,12,1,1,0,0,92,0
1305,2,16,1,1,0,0,96,1
341,0,18,1,0,0,0,90,0
597,2,0,1,1,0,0,85,0
901,2,2,1,1,0,0,85,1
1695,2,2,1,1,0,0,96,0
1368,2,16,1,0,0,0,86,1
1898,2,2,1,0,0,0,94,0
1383,2,16,1,0,0,0,87,1
1314,2,16,1,1,0,0,88,1
74,2,16,1,0,0,0,92,0
1854,2,2,1,0,0,0,93,1
772,2,0,1,0,0,0,85,0
1321,2,16,1,1,0,0,87,1
1342,2,16,1,1,0,0,80,1
1407,2,16,1,0,0,0,80,1
1272,1,16,1,1,0,0,87,1
1449,2,16,1,0,0,0,83,0
1960,0,6,1,1,0,0,82,0
598,1,0,1,1,0,0,91,1
1305,2,16,1,1,0,0,85,0
1829,2,0,1,1,0,0,80,0
117,0,18,1,0,0,0,94,0
1295,2,16,1,0,0,0,87,1
1433,2,16,1,0,0,0,96,1
1788,2,16,1,0,0,0,87,1
342,2,18,1,1,1,0,93,0
1385,2,16,1,0,0,0,80,1
1275,2,16,1,0,0,0,90,1
1543,2,16,1,1,0,0,82,1
596,2,0,1,1,0,0,83,0
583,2,0,1,1,0,0,90,0
186,1,4,1,0,0,0,85,1
1858,2,2,1,1,0,0,86,1
589,2,0,1,1,0,0,82,0
56,2,16,1,1,0,0,88,0
1231,2,16,1,1,0,0,89,1
1366,2,16,1,0,0,0,91,1
992,2,24,1,0,0,0,82,1
413,0,16,1,0,0,0,85,1
777,2,0,1,0,0,0,81,0
1156,2,16,1,0,0,0,86,1
1301,2,16,1,1,0,0,91,1
562,2,28,1,1,0,0,82,0
900,2,2,1,0,0,0,80,1
1191,2,16,1,1,0,0,83,1
30,2,2,1,0,0,0,84,1
1895,2,2,1,1,0,0,81,1
1566,2,22,1,1,0,0,88,0
1948,0,6,1,0,0,0,81,1
926,0,3,1,0,0,0,96,0
453,2,2,1,0,0,0,82,0
1575,2,22,1,0,0,0,86,0
1365,2,16,1,1,0,0,96,1
118,0,18,1,1,0,0,89,1
14,2,2,1,0,0,0,91,1
615,1,16,1,1,0,0,80,0
1702,2,3,1,1,0,0,90,0
1606,2,22,1,0,0,0,84,0
1879,2,2,1,0,0,0,95,1
1299,0,16,1,0,0,0,80,1
421,2,3,1,0,0,0,80,1
976,2,4,1,1,0,0,84,0
1224,2,16,1,1,0,0,89,0
1165,2,16,1,0,0,0,89,1
33,2,2,1,1,0,0,96,0
1375,2,16,1,0,0,0,83,1
1201,0,16,1,1,0,0,88,1
1578,2,18,1,1,0,0,92,0
1375,2,16,1,1,0,0,80,1
1440,2,16,1,0,0,0,84,1
915,2,24,1,0,0,0,88,0
1793,2,16,1,0,0,0,80,0
1662,2,2,1,0,0,0,91,1
1367,2,16,1,1,0,0,89,1
2024,2,8,1,1,0,0,90,1
1381,2,16,1,1,0,0,92,0
1916,2,2,1,1,0,0,89,1
982,2,4,1,0,0,0,94,0
1764,2,0,1,0,0,0,88,0
116,0,18,1,0,0,0,85,0
1931,0,18,1,1,0,0,82,0
796,2,0,1,1,0,0,80,0
893,2,3,1,1,0,0,83,1
807,2,16,1,0,0,0,89,1
1221,2,16,1,1,0,0,95,0
213,2,4,1,1,0,0,88,1
449,3,19,1,1,0,0,93,0
1212,2,16,1,0,0,0,95,1
769,2,0,1,1,0,0,80,0
2042,2,21,1,0,0,0,92,0
596,2,0,1,0,0,0,94,0
397,2,16,1,0,0,0,89,0
589,2,0,1,0,0,0,91,0
262,2,0,1,1,0,0,84,0
1158,2,16,1,0,0,0,81,1
903,2,2,1,1,0,0,87,1
976,0,4,1,0,0,0,95,1
1299,0,16,1,0,0,0,87,0
906,0,15,1,0,0,0,82,0
131,0,18,1,1,0,0,86,0
723,2,0,1,1,0,0,94,0
1546,2,16,1,0,0,0,83,1
1139,2,16,1,1,0,0,89,0
904,0,15,1,1,0,0,84,0
46,2,2,1,1,0,0,88,0
643,2,8,1,1,0,0,93,0
1364,2,16,1,0,0,0,91,1
1402,2,16,1,1,0,0,81,0
2042,0,21,1,1,0,0,96,0
2028,2,18,1,0,0,0,85,0
1110,2,16,1,1,0,0,95,1
1648,0,0,1,1,0,0,93,0
755,2,0,1,1,0,0,94,0
11,1,2,1,0,0,0,82,1
1329,0,16,1,0,0,0,83,1
1159,2,16,1,0,0,0,88,1
1085,2,3,1,1,0,0,95,1
1316,2,16,1,1,0,0,83,1
395,2,16,1,0,0,0,86,1
1578,2,18,1,0,0,0,87,0
1578,2,18,1,0,0,0,83,0
998,2,2,1,1,0,0,88,1
224,2,4,1,0,0,0,86,0
1463,2,16,1,0,0,0,82,1
1220,2,16,1,1,0,0,92,1
1262,2,16,1,1,0,0,84,1
1717,2,3,1,0,0,0,90,1
735,2,0,1,1,0,0,85,0
1455,2,16,1,0,0,0,85,1
1998,0,6,1,1,0,0,91,0
910,0,15,1,0,0,0,88,0
1563,2,22,1,0,0,0,85,0
2042,2,21,1,1,0,0,85,0
752,2,0,1,0,0,0,85,0
24,2,2,1,0,0,0,90,1
1275,2,16,1,0,0,0,82,1
1211,2,16,1,0,0,0,81,1
1738,0,3,1,1,0,0,95,1
1375,2,16,1,0,0,0,94,1
1915,2,2,1,0,0,0,85,1
1216,0,16,1,0,0,0,89,1
1332,0,16,1,0,0,0,92,0
1051,2,4,1,0,0,0,87,0
